followee;follower;id_followee;id_follower
ndonso;GuillermoSaint;2528;7518
FabooAlonso;GuillermoSaint;11284;7518
toti_caro;capucha_informa;532;9482
ce2htm;capucha_informa;8150;9482
toti_caro;inspire__shop;532;12199
toti_caro;bravonauta;532;37632
Consulta_21;bravonauta;37813;37632
toti_caro;mcandres_13;532;37203
fvasquezm;mcandres_13;4100;37203
toti_caro;yasnita72;532;34718
Pablo_Moya;yasnita72;21678;34718
toti_caro;gigimaciasula4;532;16548
toti_caro;OClaudiacaro;532;11974
FRANCIS30304951;OClaudiacaro;2429;11974
toti_caro;Romybelloo;532;24707
Nautispots;Romybelloo;32817;24707
toti_caro;iamcarogonzalez;532;21949
fabianhall;iamcarogonzalez;8106;21949
toti_caro;andreateran187;532;19020
Gaston_Sabres;andreateran187;2245;19020
juan041050;andreateran187;7012;19020
Ossandon71;gillevargaspohl;534;33242
ChristianCid;gillevargaspohl;32369;33242
Ossandon71;siconauta;534;17596
dazajorge01;siconauta;15734;17596
PlanetJunkie;siconauta;8209;17596
Ossandon71;Alecasva1;534;25253
AxoneDayna;Alecasva1;22787;25253
Ossandon71;_the_trooper;534;6602
PameDola;redeschilenas;540;27876
DBustosKorts;redeschilenas;2895;27876
Danilsandov;redeschilenas;25172;27876
PameDola;EcologySeminars;540;26197
grosso_jime;EcologySeminars;748;26197
ClaudioMan18;EcologySeminars;29209;26197
PameDola;DiplomaLitUCH;540;21488
PameDola;JustBernstein;540;28464
LeonPorteno;JustBernstein;17417;28464
mariaan31162790;JustBernstein;27860;28464
rodrigomunoz75;JustBernstein;13816;28464
PameDola;siegel_lab;540;8119
PameDola;SerTusso;540;37301
Shinga_thenk9;SerTusso;22102;37301
fdavilaSpectum;SerTusso;18294;37301
PameDola;comisionbecas;540;18692
ValenzuelaNieto;comisionbecas;1065;18692
Adri_Moreno17;comisionbecas;1597;18692
DBustosKorts;comisionbecas;2895;18692
PameDola;MolBioEvol;540;34809
Pattycer;MolBioEvol;39076;34809
PameDola;Kathryn_Asalone;540;5142
AntipeRicardo;Kathryn_Asalone;15692;5142
PameDola;alexander_suh;540;21021
Oo9Cq;alexander_suh;26189;21021
PameDola;AntonellaBacig2;540;10324
DBustosKorts;AntonellaBacig2;2895;10324
PameDola;ChulingD;540;24605
PameDola;judithmank;540;14908
FinalContactFan;judithmank;7809;14908
PameDola;Jamie41938965;540;24574
IgnacioEscobarD;Jamie41938965;9864;24574
Moises25895834;Jamie41938965;31887;24574
delogistica_;Jamie41938965;33227;24574
PameDola;ResearchGenome;540;4169
PameDola;GenomeBiolEvol;540;39136
MolinaNovoa;GenomeBiolEvol;31075;39136
PameDola;sabifo4;540;15384
Sandrin98083233;sabifo4;8502;15384
PameDola;vlrieg;540;22855
PameDola;gunnar_neumann;540;7390
CEValparaiso;gunnar_neumann;12184;7390
PameDola;RJBengtsson;540;38180
lesliesaez79;RJBengtsson;17066;38180
PameDola;BrendAsenjo;540;19642
myaegerb;BrendAsenjo;1375;19642
PameDola;vivimospaluchar;540;38572
marimbang;vivimospaluchar;2017;38572
vonchicasasg;gatoscomunistas;543;22344
RodrigoRACT;gatoscomunistas;759;22344
JusticiaParae10;gatoscomunistas;2142;22344
SusanPh17069715;gatoscomunistas;2194;22344
DoctorRed95;gatoscomunistas;2244;22344
Jotoso_DiegoG;gatoscomunistas;2403;22344
almendrabellota;gatoscomunistas;2996;22344
ZURD0FER;gatoscomunistas;12181;22344
Fernand35360621;manuela89440608;545;9976
Fernand35360621;maxmurath;545;27185
Rodrigo36352553;maxmurath;841;27185
mauroxpp;maxmurath;1234;27185
CMCarabineros;maxmurath;1271;27185
Paau_moor;maxmurath;2084;27185
carolinarvonust;maxmurath;2371;27185
DonChileanDatos;maxmurath;32779;27185
Fernand35360621;hernanm06384145;545;7431
cgadelcampo9009;hernanm06384145;679;7431
Fernand35360621;Rowebac;545;7506
PaulaPardoL;Rowebac;1506;7506
PabloLatino1;Rowebac;1703;7506
69maillen;Rowebac;41662;7506
ATCformacionGS;Rowebac;18597;7506
marcas_angel;Rowebac;12922;7506
Fernand35360621;floresdflorenci;545;37318
frederickbulzar;floresdflorenci;2139;37318
Ximenalunecke;floresdflorenci;2448;37318
Fernand35360621;m_tellezt;545;29106
Alexis_del_sur;m_tellezt;934;29106
QuilClaudio;m_tellezt;2776;29106
VegetarianosOn1;m_tellezt;18665;29106
Fernand35360621;Francis_Zenteno;545;38591
MonicaI_BO;Francis_Zenteno;33982;38591
Fernand35360621;cortes12385;545;13721
Fernand35360621;Comegato13;545;12104
Fernand35360621;algarrobocl;545;15739
Fernand35360621;Martxelo3;545;22572
RolandoHernn1;Martxelo3;1292;22572
Fernand35360621;anibal_cdanilo;545;27972
Lapageria;anibal_cdanilo;832;27972
orellana_nayali;anibal_cdanilo;24296;27972
Fernand35360621;joaquin_coruba;545;17302
mpenaespinoza;joaquin_coruba;7929;17302
noruego1960;joaquin_coruba;33505;17302
fchiangj;joaquin_coruba;32128;17302
Fernand35360621;ACambiarlos;545;38395
JaimeFariasC;ACambiarlos;1086;38395
wilks_rover;ACambiarlos;1844;38395
EduardoLima_BRA;ACambiarlos;37435;38395
Fernand35360621;IvonneLuz3;545;3534
MarioManriquezL;IvonneLuz3;1114;3534
Fernand35360621;Naty_Patriota;545;22658
Eileen44001570;Naty_Patriota;594;22658
carlos1305mayo;Naty_Patriota;706;22658
cecontrerasp;Naty_Patriota;1089;22658
MohaProduccione;Naty_Patriota;1531;22658
PabloLatino1;Naty_Patriota;1703;22658
dj_moha;Naty_Patriota;1924;22658
Andreline11;Naty_Patriota;2383;22658
Mnica06985487;Naty_Patriota;2630;22658
Fernand35360621;ConchaLalora3;545;38325
TotodeMiletus;ConchaLalora3;25724;38325
WilsonTerucan;ConchaLalora3;15907;38325
Fernand35360621;jp73ds;545;25096
magnionkross;jp73ds;16020;25096
Fernand35360621;librenacional3;545;18070
LidiaMa70884573;librenacional3;28300;18070
Fernand35360621;Walter_Vega_G;545;13805
Fernand35360621;anto111127;545;25296
Fernand35360621;EraHijo;545;8866
LuisLarrain7;EraHijo;2174;8866
JovenesxSichel;EraHijo;5642;8866
Fernand35360621;Lucky_Pumilio;545;20268
Fernand35360621;ROLI115;545;5308
Fernand35360621;celesluna34;545;28091
CarlosCisternaP;celesluna34;752;28091
mochiche_;celesluna34;992;28091
soporte_tom;celesluna34;1081;28091
AdanMan6;celesluna34;1372;28091
JSebachile;celesluna34;1498;28091
PabloLatino1;celesluna34;1703;28091
galdames_pavez;celesluna34;2002;28091
LuisLarrain7;celesluna34;2174;28091
miguelpinaf;celesluna34;2198;28091
Mnica06985487;celesluna34;2630;28091
Mouad63036569;celesluna34;2860;28091
renato_pereda;celesluna34;2909;28091
bahamondemanuel;celesluna34;3011;28091
Fernand35360621;MassRepublicano;545;4895
Artealma_maipu;MassRepublicano;39659;4895
Fernand35360621;MineroCu;545;3652
Fernand35360621;ElOjoQueTodoLov;545;41148
Fernand35360621;CorazonPirata2;545;10745
SaRaHBrasselle;CorazonPirata2;10413;10745
Fernand35360621;nc_nacor;545;38559
panchocofre;nc_nacor;11369;38559
Fernand35360621;SolRechazo3;545;20263
PazHayet;SolRechazo3;602;20263
FHolistico;SolRechazo3;2707;20263
PanchoAspero;SolRechazo3;23084;20263
Fernand35360621;Marcela03185712;545;29575
DeZulyy;Marcela03185712;3666;29575
el_nelson;Marcela03185712;33065;29575
Fernand35360621;chilenoenojao;545;24576
NicolsMujicaH1;chilenoenojao;1320;24576
LopezPamelop;chilenoenojao;2858;24576
QUIERENQUESIGAN;chilenoenojao;16427;24576
Paula56017699;JDTP_Valdivia;549;15935
Paula56017699;Matine26;549;19908
JessicajimenaA1;Matine26;41624;19908
Paula56017699;informavaldivia;549;40052
Angednis;informavaldivia;774;40052
Alejand53318327;informavaldivia;1247;40052
MunicipioCiuda2;informavaldivia;1300;40052
layla__osman;informavaldivia;2368;40052
Damarisaravenaa;informavaldivia;2441;40052
Pazyta_;informavaldivia;4393;40052
Paula56017699;jvargas1969;549;30006
hospitalesdistr;jvargas1969;38148;30006
AlwaysBeTribute;jvargas1969;39597;30006
Paula56017699;ccontreritas;549;41280
Paula56017699;kadriazo;549;21227
Rodrisoriano;kadriazo;2761;21227
Paula56017699;donpablojavier;549;9697
Fernasilvaval;donpablojavier;596;9697
NicolsMujicaH1;donpablojavier;1320;9697
Seba39352659;donpablojavier;1069;9697
Paula56017699;ivancarhuajulca;549;19920
PsicoAra21;ivancarhuajulca;1344;19920
xxxwonderlandcp;ivancarhuajulca;31639;19920
guyr1302;vJrwlT28P3UrpEu;552;35553
eduardo22273413;vJrwlT28P3UrpEu;1118;35553
guyr1302;Hak_Tsu;552;33673
guyr1302;RationalSettler;552;9130
marveen;RationalSettler;30763;9130
ximearq;RationalSettler;32583;9130
mamiricaa69;RationalSettler;36514;9130
guyr1302;shokenyuli;552;14053
guyr1302;JonathanChuck2;552;38114
guyr1302;sq7ahHphG3XFIDg;552;40056
guyr1302;afagerbakke;552;18939
guyr1302;ditoshmalka;552;20940
guyr1302;yair1372;552;12648
guyr1302;yoska_1;552;3351
guyr1302;PapaGrishka;552;21938
jseron79;PapaGrishka;33253;21938
guyr1302;RynoRiot;552;31339
guyr1302;20toki14;552;20000
guyr1302;moshed110;552;15028
guyr1302;avid550;552;17341
guyr1302;sylvieseul551;552;20110
J19Galveston;sylvieseul551;4744;20110
guyr1302;egoldstn;552;36905
TProcargo;egoldstn;17579;36905
guyr1302;AmraniLidor;552;13977
guyr1302;rankarmibuzaglo;552;7898
rosita24765;rankarmibuzaglo;26997;7898
guyr1302;moshearbel;552;13360
guyr1302;e26xS2esXV2UOGn;552;25454
zona_libertaria;e26xS2esXV2UOGn;12554;25454
guyr1302;leale_6;552;6730
LiberSeba;leale_6;23567;6730
guyr1302;WmTPIrw77Bvcjh1;552;23979
guyr1302;haim_gil;552;37691
TotalRebrand;haim_gil;38269;37691
guyr1302;Danielpen5;552;34557
sebitabarca;Danielpen5;10113;34557
guyr1302;hamaminati;552;41807
guyr1302;xjsuebduf;552;15226
guyr1302;zvisheena;552;28547
wabiandgabi;zvisheena;19869;28547
guyr1302;EthiopiEthiopia;552;12556
alaleja;EthiopiEthiopia;21786;12556
guyr1302;dipididam;552;13898
guyr1302;BoazAri;552;32191
MinghuiZhang13;BoazAri;27310;32191
guyr1302;KarenMi38739636;552;35287
guyr1302;DinaTurnheim;552;26455
guyr1302;YanivCohen13;552;19476
guyr1302;CaptainGeorge8;552;29665
manuel_guerrero;CaptainGeorge8;22726;29665
MindepChile;CaptainGeorge8;28079;29665
guyr1302;RLY_100;552;40618
CataAchermann;omonjaret;553;32429
CataAchermann;Neo_Globe;553;18980
CataAchermann;PaoABoni;553;32101
CataAchermann;CWuthenau;553;34268
CataAchermann;psicfsaenz;553;22813
Tornel_MX;psicfsaenz;33442;22813
CataAchermann;_AlanRG;553;36929
CataAchermann;linderi_na;553;40605
CataAchermann;Antropophaguss;553;13632
57807099j;Antropophaguss;27268;13632
Matiasr49583476;Antropophaguss;15498;13632
CataAchermann;laotrajavi;553;12735
Meliisalazar16;laotrajavi;15002;12735
CataAchermann;cristiancaamano;553;18620
Santiagojcsvt;cristiancaamano;29185;18620
CataAchermann;dontemistocles;553;22398
CataAchermann;Al3x_report;553;32592
CataAchermann;A_Nidamudin;553;6487
CataAchermann;arielgraizer;553;21224
marcelodebuin;arielgraizer;37064;21224
cristinaocl;arielgraizer;35247;21224
CataAchermann;AgusPina87;553;28357
barbaraloayza;AgusPina87;39500;28357
CataAchermann;ferlog14;553;30357
CataAchermann;HectorHuici;553;19497
alanisXD2016;HectorHuici;5490;19497
CataAchermann;AmChamChile;553;20795
CataAchermann;xcharrax;553;7215
Pixelmascom;xcharrax;20285;7215
CataAchermann;irmaferrera;553;18472
CataAchermann;felipehoffa;553;10439
cloycita;felipehoffa;36747;10439
CataAchermann;MLulsegged;553;10250
CataAchermann;DerechoChile1;553;31633
CataAchermann;frivasv74;553;24143
CataAchermann;linama_ec;553;34034
CataAchermann;WoodChristoph17;553;4934
CataAchermann;angelesfdzg;553;8630
CataAchermann;ATTpolicyintl;553;39791
CataAchermann;mhleemarasca;553;19773
CataAchermann;conecta_latam;553;19646
ObsCostachile;conecta_latam;10546;19646
CataAchermann;pfigueroarubio;553;33474
CataAchermann;Moises_Richard_;553;11720
CataAchermann;olgacavalli;553;3697
CataAchermann;EconomistaFlait;553;26973
Marcia_emg;EconomistaFlait;634;26973
dolavarrr;EconomistaFlait;641;26973
Mimus_thenca;EconomistaFlait;775;26973
robertohacin;EconomistaFlait;853;26973
CataDiazdl;EconomistaFlait;1429;26973
wisecitycl;EconomistaFlait;1817;26973
_BlasPhemer;EconomistaFlait;1831;26973
JAlvarezSZ;EconomistaFlait;1936;26973
AryaStark666;EconomistaFlait;2277;26973
CataAchermann;flav_ius;553;4242
waimallen;flav_ius;588;4242
Marceloleiva;flav_ius;22919;4242
CataAchermann;HegelNicolas;553;16071
CataAchermann;VALENZUELAMARIO;553;7991
CataAchermann;mariaramcab;553;36240
CataAchermann;_EL_Victor;553;21759
ConsultoresUoc;_EL_Victor;31616;21759
CataAchermann;Lectorcillo;553;10263
alejandropgh91;Lectorcillo;13598;10263
CataAchermann;marinaelizondo;553;15037
Miran63006594;marinaelizondo;19586;15037
CataAchermann;jorgenazar;553;39620
Shaggy80787992;jorgenazar;34590;39620
CataAchermann;Gustasaavedra;553;23662
RogerioMaoli;Gustasaavedra;31411;23662
CataAchermann;loqqueda;553;34704
CataAchermann;urbinamdm;553;20303
CataAchermann;LineTactic;553;7218
TilloPata;LineTactic;7246;7218
CataAchermann;CeciliaFierro;553;35739
gmailpedrojesus;CeciliaFierro;1474;35739
CataAchermann;pedromostazal;553;26390
mleupinf;pedromostazal;33098;26390
Enap_Informa;pedromostazal;20380;26390
Marathkino;pedromostazal;37698;26390
CataAchermann;Homeomorfo;553;31179
Maujosconper;Homeomorfo;36170;31179
BustiosPili;Homeomorfo;13264;31179
CataAchermann;iturraazul;553;22582
sabesnauj;iturraazul;4259;22582
CataAchermann;Franlopez_96;553;3507
co_terraneo;Franlopez_96;14643;3507
teniente_nicho;Franlopez_96;24104;3507
CataAchermann;bearaneda;553;26291
CataAchermann;JPCabello74;553;24776
terrenos_ventas;JPCabello74;38439;24776
FinaRomanDiaz;JPCabello74;23915;24776
CataAchermann;mkarich;553;12958
leandromineiro;mkarich;27509;12958
CataAchermann;kparedesl;553;27903
zombyy;kparedesl;41735;27903
CataAchermann;Xavierdelriou;553;30122
CataAchermann;eplmail;553;4057
molt_maca;eplmail;2929;4057
Alejand05928085;eplmail;2323;4057
CataAchermann;enicolinio;553;9281
sapgarcia;enicolinio;2759;9281
ProfesorAnzai;enicolinio;6926;9281
CataAchermann;mortadelajurel;553;24367
mjara780;mortadelajurel;39099;24367
s_saito40;mortadelajurel;17409;24367
pabloramos88;mortadelajurel;10875;24367
CataAchermann;jaimelaradiaz;553;15377
asareli1999;jaimelaradiaz;23679;15377
CataAchermann;gbrignardello;553;13353
CataAchermann;romardiaz;553;3478
wilks_rover;romardiaz;1844;3478
LMinsalves;romardiaz;26579;3478
howudish;romardiaz;25343;3478
CataAchermann;Rehenzo;553;18356
CataAchermann;IdeologicaF;553;4260
yasnapresidenta;IdeologicaF;1882;4260
DeFerrariMir;IdeologicaF;23048;4260
CataAchermann;edithwritter;553;12620
CataAchermann;mery_kc;553;41218
MarcoErafayco;mery_kc;27246;41218
CorazonPirata2;mery_kc;10745;41218
CataAchermann;angelaprecht;553;35264
MxSocialista;angelaprecht;18984;35264
CataAchermann;maki45763471;553;25566
27Moisesjulio;maki45763471;4515;25566
CataAchermann;arrobajd;553;37419
ky91234567;arrobajd;37079;37419
man666;arrobajd;36195;37419
CataAchermann;realjcflores;553;22251
tom_fernandez7;realjcflores;24204;22251
PRSDChillan;realjcflores;40762;22251
CataAchermann;juan_colil;553;5317
chamicors;juan_colil;847;5317
edozamorac;juan_colil;1230;5317
CataAchermann;alexmunozw;553;38013
CataAchermann;daniriosv;553;8748
CataAchermann;JaviAlvarez;553;6974
Pablosdfv;JaviAlvarez;13286;6974
CataAchermann;nischg;553;18993
juacastro1;nischg;39861;18993
CataAchermann;marceriosr;553;3765
CataAchermann;CristianGut;553;31316
Seminarios2Go;CristianGut;15918;31316
CataAchermann;AnaAmancay;553;4327
CataAchermann;chuno_boliviano;553;6935
AburtoDavid;chuno_boliviano;15551;6935
CataAchermann;rodvicuna;553;26163
CataAchermann;EliSalazar0204;553;22513
Raamonchoso;EliSalazar0204;6936;22513
CataAchermann;Costeauaprueba;553;6151
CataAchermann;chandycontenta;553;9502
exhimedia;chandycontenta;1313;9502
CataAchermann;AbogadasChile;553;37625
PIEDRASIMD;AbogadasChile;14980;37625
CataAchermann;MatdeMarchena;553;24326
MaMaria621;MatdeMarchena;16445;24326
CataAchermann;antonioamendola;553;33035
CataAchermann;tomasjordanD;553;36900
Diegoellibro;tomasjordanD;5098;36900
CataAchermann;raulkatzok;553;37721
CamiloRegla;raulkatzok;1245;37721
Horuskadaj;raulkatzok;35091;37721
deutschlandhass;raulkatzok;38769;37721
CataAchermann;juristaslatam;553;28268
CataAchermann;GustavoLarrabu1;553;38587
ecosocialistas;GustavoLarrabu1;8156;38587
CataAchermann;ncontrer5;553;32713
SabriPineda;ncontrer5;39727;32713
Mauraespinozag1;ncontrer5;35979;32713
CataAchermann;carlosalmonaci;553;27206
robugo7;carlosalmonaci;31674;27206
sariezzidani16;carlosalmonaci;35630;27206
CataAchermann;SergioValdesB;553;28909
CataAchermann;ChicasTicAR;553;31622
CataAchermann;12historias;553;21760
CataAchermann;conyatlagich;553;12623
SupaDaniiii;conyatlagich;30438;12623
CataAchermann;lesliecrisp3;553;4424
rai_chile2016;lesliecrisp3;40353;4424
gaby_abg18;lesliecrisp3;20751;4424
CataAchermann;marymendezji;553;24722
Carolit88469134;Pamcelab;554;22346
Patolin67050054;Pamcelab;21197;22346
1313_yayo;Pamcelab;1763;22346
Carolit88469134;nasir0191123704;554;16253
gmmahmud10;nasir0191123704;2980;16253
jabahertz;PamHelmsley;556;34323
Claudio79337418;PamHelmsley;2192;34323
Xecthor;PamHelmsley;8820;34323
leonardo_2324;PamHelmsley;25341;34323
jabahertz;NOmasAFP;556;17598
AyalaPachalon;NOmasAFP;1633;17598
c_flores_c;NOmasAFP;2370;17598
climaseguro;NOmasAFP;17351;17598
EAttack666;NOmasAFP;37098;17598
jabahertz;_pabrus;556;41513
mcarracedo1985;_pabrus;1168;41513
sientifiko1;_pabrus;30906;41513
Darling96868660;javieraveloso7;557;32218
Natalia49080953;javieraveloso7;949;32218
Carolin13279635;javieraveloso7;30266;32218
Darling96868660;baadboy017;557;14181
kend_soul;baadboy017;17516;14181
Norida14241623;merv59;558;37017
ItaloMartinSol1;merv59;25452;37017
IgnacionMayer;merv59;2567;37017
Norida14241623;edywfernandez;558;31935
vanessar650;edywfernandez;17570;31935
iturraazul;edywfernandez;22582;31935
Norida14241623;papichulodance;558;12285
cecontrerasp;papichulodance;1089;12285
luchinveas;cristianjorge8;559;41100
Bubbleg57472511;cristianjorge8;2214;41100
luchinveas;fernyitsme;559;40997
luchinveas;MagaVeas;559;14484
Hfviveros;MagaVeas;11064;14484
CrystalHouseOfJ;MagaVeas;5045;14484
luchinveas;SanpsonLeora;559;19510
OyarzClau;SanpsonLeora;6246;19510
luchinveas;safiih24;559;19191
LaTiaRica;safiih24;6030;19191
VideoPorn;safiih24;12145;19191
luchinveas;evelynreao;559;17358
luchinveas;ArcPacific_ACP;559;25265
fae_sur;ArcPacific_ACP;1858;25265
Patrici04887481;elfantasma256;560;34916
panico_surreal;elfantasma256;1056;34916
mariaelenabr;Robby23231;561;35914
danixabahamond2;Robby23231;2911;35914
mariaelenabr;LorenaAzocar;561;36528
Esteban03959199;LorenaAzocar;1698;36528
espiritu_rocker;LorenaAzocar;2926;36528
mariaelenabr;cgonzalezw;561;3802
Alexis_del_sur;cgonzalezw;934;3802
Elosaalmendari1;cgonzalezw;1913;3802
mariaelenabr;fundacionfaase;561;37985
cecontrerasp;fundacionfaase;1089;37985
MohaProduccione;fundacionfaase;1531;37985
dj_moha;fundacionfaase;1924;37985
mariaelenabr;EstoyContigo16;561;28430
PipeHenriquezO;EstoyContigo16;22832;28430
mariaelenabr;FenaElBuitre;561;35949
mariaelenabr;RealidadNacion6;561;12991
LuisLarrain7;RealidadNacion6;2174;12991
mariaelenabr;K_o_c_a;561;12415
IsaacAdrianzen;K_o_c_a;1294;12415
mariaelenabr;MaribelCL;561;33887
chiloe_ancud;MaribelCL;12701;33887
Estebanhund;MaribelCL;36680;33887
mariaelenabr;ElTiempoTemuco;561;10479
Luisislamolina;ElTiempoTemuco;1261;10479
mariaelenabr;Freneeetic;561;32112
danny_rehbein;Freneeetic;28251;32112
INIA_Intihuasi;Freneeetic;20770;32112
mariaelenabr;CoHuneeusD;561;29839
raulitogar;CoHuneeusD;2255;29839
Gomes_Marry;CoHuneeusD;32688;29839
nilmontevideo;CoHuneeusD;8061;29839
joseperaltac;CoHuneeusD;38230;29839
mariaelenabr;Isa_Estefa;561;17698
mariaelenabr;CompArtecl;561;9206
MatdeMarchena;CompArtecl;24326;9206
mariaelenabr;dateatemuco;561;20642
Daniela12831674;dateatemuco;2957;20642
mariaelenabr;opinayactua;561;23869
mariaelenabr;LupuloBeerstore;561;31904
mariaelenabr;RadioValparaiso;561;20041
PaulaHuenchuleo;RadioValparaiso;1182;20041
aparrageoingeni;RadioValparaiso;1922;20041
mariaelenabr;DreamsTemuco;561;35140
mariaelenabr;TeGourmetChile;561;10360
mariaelenabr;patriciosotoroz;561;15805
frufru_osorno;patriciosotoroz;14528;15805
SERGIORADBIL;patriciosotoroz;22187;15805
mariaelenabr;HerrerosEduardo;561;21542
mariaelenabr;DogRoulette;561;28248
Soledad_Purpura;DogRoulette;23000;28248
mariaelenabr;the_miguel2011;561;29004
mariaelenabr;ignaciowalker;561;14843
Carloso94572314;ignaciowalker;2116;14843
mariaelenabr;DaniCastilloFan;561;30899
aleperezpavez;DaniCastilloFan;29199;30899
mariaelenabr;EbApesa;561;8345
mariaelenabr;VertigoCanal13;561;41713
rodrigo_300km;VertigoCanal13;1992;41713
mariaelenabr;bentranirelojes;561;39610
mariaelenabr;nohaypanfilm;561;14321
mariaelenabr;JaimeGajardo8;561;29699
OlgaherrOlga;JaimeGajardo8;2515;29699
CSWCYemen;JaimeGajardo8;37087;29699
mariaelenabr;Vive_Valdivia;561;19006
vankyta;Vive_Valdivia;1950;19006
electroncrespo;Vive_Valdivia;1968;19006
karin42874763;LauryssK;562;25964
takapearljam;LauryssK;9938;25964
karin42874763;SamuelTekevwe;562;41813
Claudia24668522;SamuelTekevwe;2377;41813
karin42874763;DiegoDaneri;562;4089
fnomasbullying;DiegoDaneri;29800;4089
karin42874763;MegaMortimers;562;33069
fachazurda;MegaMortimers;2645;33069
mvtivs_lpz;MegaMortimers;29667;33069
alegon__;ObiJuanCannabi;563;4379
alegon__;priscilaguilayn;563;37993
alegon__;AlejandroxCuri1;563;36720
CryptoMegaShark;AlejandroxCuri1;39562;36720
fundacionfaase;AlejandroxCuri1;37985;36720
alegon__;HermesMedinapor;563;23111
Damarisaravenaa;HermesMedinapor;2441;23111
huntergann;HermesMedinapor;9501;23111
alegon__;Arredondo28;563;4217
valegaticag;Arredondo28;26570;4217
alegon__;AYR2170;563;3532
myaegerb;AYR2170;1375;3532
alegon__;michelhaddadl;563;5292
andreasolcito;michelhaddadl;26137;5292
alegon__;psanchezbarria;563;8547
sebamerinog;psanchezbarria;1150;8547
alegon__;IraciHassler;563;22543
alegon__;totiorellanag;563;8721
bonustrackcl;totiorellanag;26717;8721
alegon__;TVLOSVOLCANES56;563;28083
alegon__;CoralineTruffa;563;30665
KippApp;CoralineTruffa;19382;30665
gabologon;CoralineTruffa;41415;30665
alegon__;RajLeion;563;11395
Francisco_Vega;RajLeion;22531;11395
TGPWU;RajLeion;7678;11395
caperoJeans;RajLeion;17979;11395
alegon__;_matiasvallejos;563;10609
bernardocancin6;_matiasvallejos;2985;10609
CerecedaVargas;_matiasvallejos;30405;10609
christiansando6;_matiasvallejos;26938;10609
adribuono1;_matiasvallejos;33797;10609
alegon__;sofiamandau;563;30963
ciudadanoidiota;sofiamandau;2427;30963
Pajarracoflaite;sofiamandau;20050;30963
alegon__;Kariniwiss;563;20275
troncoso_cerda;Kariniwiss;3009;20275
